ID,Domain,Language,Language_Code,PSA,PSA_Type,Source_URL,Source_Title,Publisher,Organization_Type,Published_Date,Licence,Licence_URL,Licence_Evidence,Collected_At,Parallel_Group_ID,Parallel_Link_URL,Review_Status
KAPSA-6F2FB19AFC0B049952,www.infonet-biovision.org,English,en,"Avocados (Revised): Apply copper-based fungicides pre-flowering, at fruit formation, and after harvest.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-F2FBC0837B23DEE50A,www.infonet-biovision.org,English,en,"This disease can attack trees of any size and age. Leaves of infected trees are small, usually pale or yellow green, are often wilted and fall prematurely giving the tree sparse appearance. In advanced stages of the disease, branches die-back and fruit remains small and crop yield drastically reduced. Feeder roots get blackened, decayed and died. Infected trees die prematurely. The disease is prone in areas subject to flooding and in poorly drained soils. The fungus can be spread or introduced to new areas by use of infected seeds, infested soil, irrigation water containing spores of the fungus and infected seedlings. The host range of the fungus includes Acacia, Camellia, Casuarina, Cypress, Eucalyptus and Grevillea.",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-53923AF3FB62BD3A2F,www.infonet-biovision.org,English,en,"Treat seed for planting in a hot-water bath at 48 to 50 degree Celsius for 20 minutes. After the hot-water treatment , rinse the seed immediately with clean, cold running water and spread out to dry thoroughly on a clean surface not in contact with the soil.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-B0F33B8FD1A5BBAC65,www.infonet-biovision.org,English,en,"Use clean nursery soil for container-grown plants. The soil should be well drained and carefully irrigated to prevent excessive moisture. Use tolerant/resistant rootstocks (e.g. ""Duke No. 6"" and ""7""; ""G 6"").",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-FDF03092CC1C10990A,www.infonet-biovision.org,English,en,Use cultivation equipment first in healthy portion of the orchard before use in diseased areas. Washed and dry cultivation equipment after use in diseased areas.,Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-E108D0EEE10B0C2032,www.infonet-biovision.org,English,en,The disease is primarily a problem to quality of fruits. The severity of infection varies from season to season and can cause losses of up to 60%. The lesions appear as small light-yellow spots on fruits and leaves. They later become reddish brown and eventually become hard and crack. Mature fruits are resistant. The disease development is favoured by humid conditions and high temperatures. The fungus is essentially spread by water splash and its spores are also wind-borne.,Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-EA8ED669ECB02EA1F8,www.infonet-biovision.org,English,en,"Avocados (Revised): Avocado fruit showing a lesion caused by Cercospora (Pseudocercospora purpurea) . © A. A. Seif, icipe",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-29DB83E29D58AD6796,www.infonet-biovision.org,English,en,Avocados (Revised): Avocado fruit showing a lesion caused by Cercospora (Pseudocercospora purpurea) .,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-E487308C2C8DE1C1BE,www.infonet-biovision.org,English,en,"Adult coconut bugs ( Pseudotheraptus wayi ) are brown in colour and 10 to 15 mm long. Nymphs are red brown to green brown in colour and have long antenna. The adults and nymphs of the coconut bug feed on young and mature avocado fruit. Bug feeding causes necrotic bruise-like depressions. A hard lump develops, which can be easily removed when the fruit is peeled. Helopeltis bugs also known as tea mosquito or mired bug are slender, delicate bugs, about 7- 10 mm long and have long legs and antenna. The females are red and the males are brown to yellowish red. The bugs prefer to feed on young plant tissue piercing the shoots, stems, leaves peduncles, petioles and fruits. Their feeding causes brown necrotic patches. Attacked leaves present angular lesion, which often drop out leaving holes as it attacked by biting insects. Feeding on young shoots causes dieback of the shoots. Feeding on fruits causes first a dark water-soaked mark around the feeding puncture, turning into a lesion with a light brown centre and black edge. The fruit may exude sap that forms a whitish deposit as it dries. Stink bugs are shield-shaped bugs variable in size (6 to 15 mm long) and colour (green to brown or reddish brown). They emit a characteristic unpleasant odour when disturbed. They usually feed on the developing fruit. The feeding punctures cause local necrosis resulting in fruit spotting, and deformation .",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-F3FA19804BA959461C,www.infonet-biovision.org,English,en,"Adult coconut bugs ( Pseudotheraptus wayi ) are brown in colour and 10 to 15 mm long. Nymphs are red brown to green brown in colour and have long antenna. The adults and nymphs of the coconut bug feed on young and mature avocado fruit. Bug feeding causes necrotic bruise-like depressions. A hard lump develops, which can be easily removed when the fruit is peeled.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-AFF8C143FE862B4351,www.infonet-biovision.org,English,en,"Helopeltis bugs also known as tea mosquito or mired bug are slender, delicate bugs, about 7- 10 mm long and have long legs and antenna. The females are red and the males are brown to yellowish red. The bugs prefer to feed on young plant tissue piercing the shoots, stems, leaves peduncles, petioles and fruits. Their feeding causes brown necrotic patches. Attacked leaves present angular lesion, which often drop out leaving holes as it attacked by biting insects. Feeding on young shoots causes dieback of the shoots. Feeding on fruits causes first a dark water-soaked mark around the feeding puncture, turning into a lesion with a light brown centre and black edge. The fruit may exude sap that forms a whitish deposit as it dries.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-86053B53BB6F73C913,www.infonet-biovision.org,English,en,"Stink bugs are shield-shaped bugs variable in size (6 to 15 mm long) and colour (green to brown or reddish brown). They emit a characteristic unpleasant odour when disturbed. They usually feed on the developing fruit. The feeding punctures cause local necrosis resulting in fruit spotting, and deformation .",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-A5E7F2328B8A9EE02D,www.infonet-biovision.org,English,en,"The false codling moth is small (wingspan of 16 - 20 mm), dark brown to grey in colour. The moths are active at night. Female moths lay single eggs mostly on the fruit. After emerging from the egg, the young caterpillar tunnels into the fruit and the fruit sap thus liberated forms a typical white crystalline excrescence on the surface of the fruit. When moths lay eggs on young fruits the caterpillars usually die and thus large caterpillars are seldom found. However, the caterpillars are able to develop if fruits are approaching maturity when infested. The young caterpillar is creamy-white with a dark brownish head. With age the body turns pinkish red. The fully-grown caterpillar is 15 to 20 mm in length. When mature the caterpillar leaves the fruit and pupates in the soil or beneath surface debris.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-468025FC996D5CD44A,www.infonet-biovision.org,English,en,"The false codling moth is small (wingspan of 16 - 20 mm), dark brown to grey in colour. The moths are active at night. Female moths lay single eggs mostly on the fruit. After emerging from the egg, the young caterpillar tunnels into the fruit and the fruit sap thus liberated forms a typical white crystalline excrescence on the surface of the fruit. When moths lay eggs on young fruits the caterpillars usually die and thus large caterpillars are seldom found.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-FA6F816C991F6E1DC5,www.infonet-biovision.org,English,en,"However, the caterpillars are able to develop if fruits are approaching maturity when infested. The young caterpillar is creamy-white with a dark brownish head. With age the body turns pinkish red. The fully-grown caterpillar is 15 to 20 mm in length. When mature the caterpillar leaves the fruit and pupates in the soil or beneath surface debris.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-10E0A792551EEAC08F,www.infonet-biovision.org,English,en,Avocados (Revised): Proper orchard sanitation in combination with natural enemies normally keeps this pest under control.,Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-1C2C14F28A8F412D1F,www.infonet-biovision.org,English,en,"Infested fruits (both on the tree and fallen fruits) should be removed regularly (twice a week), and buried at least 50 cm deep, or dump in a drum filled with water mixed with a little used oil. The fruits should be left in the drum for 1 week.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-A81A4966023A77D31F,www.infonet-biovision.org,English,en,"This moth also attacks citrus, cotton, maize, castor, tea, guava and carambola fruits. Other host plants include wild guava plants, oak trees and wild castor . These other host plants should be included in the sanitation programme.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-A924C589FD32D7B772,www.infonet-biovision.org,English,en,"Avocados, especially thin-skinned varieties might be attacked by various species of fruit flies. Some fruit flies lay eggs under the skin of the fruit that is just beginning to ripen, but others attack young and old fruit. When the fruit reaches about the size of a golf ball a sting lesion appears as a slight puncture mark surrounded by a white exudate. As the fruit develops the lesion becomes dry and turn into distinct star-shaped crack on the skin surface.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-9362D4F572103FD0C2,www.infonet-biovision.org,English,en,"Fruit Fly ( Ceratitis fasciventris ) Adults are 4.5-6 mm long, brightly coloured, usually in brown-yellow patterns. The wings are spotted or banded with yellow and brown margins. © R. C. Copeland, icipe",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-5B674229C2F1D2BD0D,www.infonet-biovision.org,English,en,"Fruit Fly ( Ceratitis fasciventris ) Adults are 4.5-6 mm long, brightly coloured, usually in brown-yellow patterns. The wings are spotted or banded with yellow and brown margins.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-0E704B93193E0D702C,www.infonet-biovision.org,English,en,"The fungus readily infects young, succulent tissues of leaves, twigs and fruits. Lesions appear as small dark spots, slightly raised, oval to elongated. These spots join up, giving a corky appearance to the surface of the fruits, impairing the appearance but not the internal quality of the fruit. Fruits are only susceptible when young until about half size development. The fungus requires moist conditions for sporulation and infection.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-673833BB4173AB75C8,www.infonet-biovision.org,English,en,"Scales are small, stationary brown greenish insects occasionally found sucking sap from avocado leaves. Soft scales such as Coccus spp. excrete large amount of honeydew, which lead to the development of sooty mould on leaves, branches and fruit. Honeydew attracts ants, which while feeding on the honeydew protect scales from natural enemies . Armoured scales such as the coconut scale ( Aspidiotus destructor ) may encrust young twigs, leaves and fruit. They do not produce honeydew. Scales are usually not a problem in avocado orchards; however, damage can be serious on young tress and small twigs may be killed. Although the presence of scales on the skin of fruit does not cause internal damage, it may lead to rejection of fruit, especially if grown for export.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/avocados-revised,Avocados (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:34:54+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
