URL,Element,Text
https://www.eacc.go.ke,p,"Ethics and Anti-Corruption Commission gathers information on corruption occurring in Government and the public Sector from a variety of sources. These sources include members of the public, heads of government departments and agencies, officials working in both the public and private sectors and the media."
https://www.eacc.go.ke,p,"The reports can be made at the EACC headquarter (Integrity Center), our regional offices and all Huduma Centers countrywide."
https://www.eacc.go.ke,p,Anonymous
https://www.eacc.go.ke,p,By Email
https://www.eacc.go.ke,p,By Phone
https://www.eacc.go.ke,p,In Person
https://www.eacc.go.ke,h1,Our Achievement
https://www.eacc.go.ke,p,"Since 2003, EACC has secured convictions in Court, enhanced financial investigations and recovered assets acquired from corruption as a deterrence strategy. This has been achieved through proactive disruptions, robust prosecution of recovery cases and enhanced use of Alternative Dispute Resolution (ADR)"
https://www.eacc.go.ke,h2,0
https://www.eacc.go.ke,p,Assets Recovered
https://www.eacc.go.ke,h2,0
https://www.eacc.go.ke,p,Convictions
https://www.eacc.go.ke,h2,0
https://www.eacc.go.ke,p,Loss Averted
https://www.eacc.go.ke,h1,Downloads
https://www.eacc.go.ke,p,"Access various downloads including Multimedia, Press Releases, Forms, Publications among others"
https://www.eacc.go.ke,p,Statutory Forms
https://www.eacc.go.ke,p,Publication & Reports
https://www.eacc.go.ke,h1,Latest News and Updates
https://www.eacc.go.ke,p,The latest news and headlines from the Ethics and Anti-Corruption Commission.
https://www.eacc.go.ke,p,"𝗘𝗔𝗖𝗖, 𝗢𝗗𝗣𝗣 𝗣𝗹𝗲𝗱𝗴𝗲 𝗝𝗼𝗶𝗻𝘁 𝗔𝗰𝘁𝗶𝗼𝗻 𝗔𝗴𝗮𝗶𝗻𝘀𝘁…"
https://www.eacc.go.ke,p,The Ethics and Anti-Corruption Commission (EACC) and the…
https://www.eacc.go.ke,p,EACC leads stakeholders in marking African…
https://www.eacc.go.ke,p,"EACC leads stakeholders in marking African Anti-Corruption Day,…"
https://www.eacc.go.ke,p,"EACC, Chinese anti-corruption agency explore closer…"
https://www.eacc.go.ke,p,"H.E. Wang Xingning, Director General of the Shaanxi…"
https://www.eacc.go.ke,p,EACC CEO calls for stronger regional…
https://www.eacc.go.ke,p,07:07:2026: The Ethics and Anti-Corruption Commission (EACC) Chief…
https://www.eacc.go.ke,h1,Talk To Us
https://www.eacc.go.ke,p,"Information can be provided to EACC in writing, by telephone or by presenting it personally to the Commission's Report Centre at Integrity Centre in Nairobi and any of our Regional Offices. The Commission's contact details are listed below. One can also pass on information anonymously to the Commission through the Anonymous Whistleblower's System on this Website."
https://www.eacc.go.ke,p,Regional Offices
https://www.eacc.go.ke,p,Send us Feedback
https://www.eacc.go.ke,p,Help and support
https://www.eacc.go.ke,h2,EACC Head Quarters
https://www.eacc.go.ke,h2,Partners
https://www.eacc.go.ke,h2,International Partners
https://www.eacc.go.ke,h2,Publications
https://www.eacc.go.ke,li,Strategic Plan 2018-2023
https://www.eacc.go.ke,li,Legislation
https://www.eacc.go.ke,li,Reports
https://www.eacc.go.ke,li,Codes and Guidelines
https://www.eacc.go.ke,h2,Support
https://www.eacc.go.ke,li,FAQs
https://www.eacc.go.ke,li,Locate Us
https://www.eacc.go.ke,li,Report Corruption
https://eacc.go.ke/en/default/,title,EACC
https://eacc.go.ke/en/default/,li,Home
https://eacc.go.ke/en/default/,li,About Us
https://eacc.go.ke/en/default/,li,Legislation
https://eacc.go.ke/en/default/,li,Report Corruption
https://eacc.go.ke/en/default/,li,News & Updates
https://eacc.go.ke/en/default/,li,Contact Us
https://eacc.go.ke/en/default/,li,Downloads
https://eacc.go.ke/en/default/,li,Court Rulings
https://eacc.go.ke/en/default/,li,Partnerships
https://eacc.go.ke/en/default/,li,KLIF
https://eacc.go.ke/en/default/,li,Integrity Education
https://eacc.go.ke/en/default/,li,Kenya Ethics and Anti-Corruption Academy
https://eacc.go.ke/en/default/,li,Locate Us
https://eacc.go.ke/en/default/,li,Staff Mail
https://eacc.go.ke/en/default/,li,Careers
https://eacc.go.ke/en/default/,li,Tenders
https://eacc.go.ke/en/default/,li,Newsletter
https://eacc.go.ke/en/default/,li,Speeches
https://eacc.go.ke/en/default/,li,Online Services
https://eacc.go.ke/en/default/,li,Home
https://eacc.go.ke/en/default/,li,About Us
https://eacc.go.ke/en/default/,li,Legislation
https://eacc.go.ke/en/default/,li,Report Corruption
https://eacc.go.ke/en/default/,li,News & Updates
https://eacc.go.ke/en/default/,li,Contact Us
https://eacc.go.ke/en/default/,li,Downloads
https://eacc.go.ke/en/default/,li,Court Rulings
https://eacc.go.ke/en/default/,li,EACA Training Calendar 2026 - 2027 Read More
https://eacc.go.ke/en/default/,h1,EACA Training Calendar 2026 - 2027
https://eacc.go.ke/en/default/,li,"𝗘𝗔𝗖𝗖, 𝗢𝗗𝗣𝗣 𝗣𝗹𝗲𝗱𝗴𝗲 𝗝𝗼𝗶𝗻𝘁 𝗔𝗰𝘁𝗶𝗼𝗻 𝗔𝗴𝗮𝗶𝗻𝘀𝘁 𝗖𝗼𝗿𝗿𝘂𝗽𝘁𝗶𝗼𝗻 𝗮𝗻𝗱 𝗠𝗼𝗻𝗲𝘆 𝗟𝗮𝘂𝗻𝗱𝗲𝗿𝗶𝗻𝗴 Read More"
https://eacc.go.ke/en/default/,h1,"𝗘𝗔𝗖𝗖, 𝗢𝗗𝗣𝗣 𝗣𝗹𝗲𝗱𝗴𝗲 𝗝𝗼𝗶𝗻𝘁 𝗔𝗰𝘁𝗶𝗼𝗻 𝗔𝗴𝗮𝗶𝗻𝘀𝘁 𝗖𝗼𝗿𝗿𝘂𝗽𝘁𝗶𝗼𝗻 𝗮𝗻𝗱 𝗠𝗼𝗻𝗲𝘆 𝗟𝗮𝘂𝗻𝗱𝗲𝗿𝗶𝗻𝗴"
https://eacc.go.ke/en/default/,li,"EACC leads stakeholders in marking African Anti-Corruption Day, calls for collective action against corruption Read More"
https://eacc.go.ke/en/default/,h1,"EACC leads stakeholders in marking African Anti-Corruption Day, calls for collective action against corruption"
https://eacc.go.ke/en/default/,li,"EACC, Chinese anti-corruption agency explore closer cooperation in graft fight Read More"
https://eacc.go.ke/en/default/,h1,"EACC, Chinese anti-corruption agency explore closer cooperation in graft fight"
https://eacc.go.ke/en/default/,li,EACC CEO calls for stronger regional cooperation to combat corruption in the fisheries sector Read More
https://eacc.go.ke/en/default/,h1,EACC CEO calls for stronger regional cooperation to combat corruption in the fisheries sector
https://eacc.go.ke/en/default/,li,Read More
https://eacc.go.ke/en/default/,li,"EACC, CAJ strengthen partnership to advance integrity and good governance Read More"
https://eacc.go.ke/en/default/,h1,"EACC, CAJ strengthen partnership to advance integrity and good governance"
https://eacc.go.ke/en/default/,li,EACC CEO joins multi-agency leaders to advance Kenya’s FATF grey list exit Read More
https://eacc.go.ke/en/default/,h1,EACC CEO joins multi-agency leaders to advance Kenya’s FATF grey list exit
https://eacc.go.ke/en/default/,li,EACC CEO elected to AAACA Executive Committee Read More
https://eacc.go.ke/en/default/,h1,EACC CEO elected to AAACA Executive Committee
https://eacc.go.ke/en/default/,li,"AAACA, World Bank sign anti-corruption cooperation framework in Africa Read More"
https://eacc.go.ke/en/default/,h1,"AAACA, World Bank sign anti-corruption cooperation framework in Africa"
https://eacc.go.ke/en/default/,p,NEWS
https://eacc.go.ke/en/default/,p,BYTES
https://eacc.go.ke/en/default/,p,NEWS
https://eacc.go.ke/en/default/,p,BYTES
https://eacc.go.ke/en/default/,li,EACC and Bungoma County Leadership Unite to Champion Integrity in Public Service
https://eacc.go.ke/en/default/,p,EACC and Bungoma County Leadership Unite to Champion Integrity in Public Service
https://eacc.go.ke/en/default/,li,EACC Recovers Prime Government Properties Grabbed In Kakamega
https://eacc.go.ke/en/default/,p,EACC Recovers Prime Government Properties Grabbed In Kakamega
https://eacc.go.ke/en/default/,li,"EACC launches a compliance risks monitoring exercise in the implementation of dam projects in the Ministry of Water, Sanitation and Irrigation."
https://eacc.go.ke/en/default/,p,"EACC launches a compliance risks monitoring exercise in the implementation of dam projects in the Ministry of Water, Sanitation and Irrigation."
https://eacc.go.ke/en/default/,li,Two Public Officers Arrested For Diversion of County Revenue
https://eacc.go.ke/en/default/,p,Two Public Officers Arrested For Diversion of County Revenue
https://eacc.go.ke/en/default/,li,EACC Hosts Key Eastern Africa Anti-Corruption Forum
https://eacc.go.ke/en/default/,p,EACC Hosts Key Eastern Africa Anti-Corruption Forum
https://eacc.go.ke/en/default/,li,EACC Awarded for Diversity and Inclusivity
https://eacc.go.ke/en/default/,p,EACC Awarded for Diversity and Inclusivity
https://eacc.go.ke/en/default/,li,"SRC, EACC Sign Good Governance Pact"
https://eacc.go.ke/en/default/,p,"SRC, EACC Sign Good Governance Pact"
https://eacc.go.ke/en/default/,li,EACC Holds First Ever Women in Leadership Forum
https://eacc.go.ke/en/default/,p,EACC Holds First Ever Women in Leadership Forum
https://eacc.go.ke/en/default/,li,NSSF Case Sets Historic Graft Fine Record of Kshs. 9.8bn
https://eacc.go.ke/en/default/,p,NSSF Case Sets Historic Graft Fine Record of Kshs. 9.8bn
https://eacc.go.ke/en/default/,li,NIACa trains Integrity Assurance Officer from the Tourism Fund and the Kenya Export Promotion & Branding Agency
https://eacc.go.ke/en/default/,p,NIACa trains Integrity Assurance Officer from the Tourism Fund and the Kenya Export Promotion & Branding Agency
https://eacc.go.ke/en/default/,h1,Report Corruption
https://eacc.go.ke/en/default/,p,"Ethics and Anti-Corruption Commission gathers information on corruption occurring in Government and the public Sector from a variety of sources. These sources include members of the public, heads of government departments and agencies, officials working in both the public and private sectors and the media."
https://eacc.go.ke/en/default/,p,"The reports can be made at the EACC headquarter (Integrity Center), our regional offices and all Huduma Centers countrywide."
https://eacc.go.ke/en/default/,p,Anonymous
https://eacc.go.ke/en/default/,p,By Email
https://eacc.go.ke/en/default/,p,By Phone
https://eacc.go.ke/en/default/,p,In Person
https://eacc.go.ke/en/default/,h1,Our Achievement
https://eacc.go.ke/en/default/,p,"Since 2003, EACC has secured convictions in Court, enhanced financial investigations and recovered assets acquired from corruption as a deterrence strategy. This has been achieved through proactive disruptions, robust prosecution of recovery cases and enhanced use of Alternative Dispute Resolution (ADR)"
https://eacc.go.ke/en/default/,h2,0
https://eacc.go.ke/en/default/,p,Assets Recovered
https://eacc.go.ke/en/default/,h2,0
https://eacc.go.ke/en/default/,p,Convictions
https://eacc.go.ke/en/default/,h2,0
https://eacc.go.ke/en/default/,p,Loss Averted
https://eacc.go.ke/en/default/,h1,Downloads
https://eacc.go.ke/en/default/,p,"Access various downloads including Multimedia, Press Releases, Forms, Publications among others"
https://eacc.go.ke/en/default/,p,Statutory Forms
https://eacc.go.ke/en/default/,p,Publication & Reports
https://eacc.go.ke/en/default/,h1,Latest News and Updates
https://eacc.go.ke/en/default/,p,The latest news and headlines from the Ethics and Anti-Corruption Commission.
https://eacc.go.ke/en/default/,p,"𝗘𝗔𝗖𝗖, 𝗢𝗗𝗣𝗣 𝗣𝗹𝗲𝗱𝗴𝗲 𝗝𝗼𝗶𝗻𝘁 𝗔𝗰𝘁𝗶𝗼𝗻 𝗔𝗴𝗮𝗶𝗻𝘀𝘁…"
https://eacc.go.ke/en/default/,p,The Ethics and Anti-Corruption Commission (EACC) and the…
https://eacc.go.ke/en/default/,p,EACC leads stakeholders in marking African…
https://eacc.go.ke/en/default/,p,"EACC leads stakeholders in marking African Anti-Corruption Day,…"
https://eacc.go.ke/en/default/,p,"EACC, Chinese anti-corruption agency explore closer…"
https://eacc.go.ke/en/default/,p,"H.E. Wang Xingning, Director General of the Shaanxi…"
https://eacc.go.ke/en/default/,p,EACC CEO calls for stronger regional…
https://eacc.go.ke/en/default/,p,07:07:2026: The Ethics and Anti-Corruption Commission (EACC) Chief…
https://eacc.go.ke/en/default/,h1,Talk To Us
https://eacc.go.ke/en/default/,p,"Information can be provided to EACC in writing, by telephone or by presenting it personally to the Commission's Report Centre at Integrity Centre in Nairobi and any of our Regional Offices. The Commission's contact details are listed below. One can also pass on information anonymously to the Commission through the Anonymous Whistleblower's System on this Website."
https://eacc.go.ke/en/default/,p,Regional Offices
https://eacc.go.ke/en/default/,p,Send us Feedback
https://eacc.go.ke/en/default/,p,Help and support
https://eacc.go.ke/en/default/,h2,EACC Head Quarters
https://eacc.go.ke/en/default/,h2,Partners
https://eacc.go.ke/en/default/,h2,International Partners
https://eacc.go.ke/en/default/,h2,Publications
https://eacc.go.ke/en/default/,li,Strategic Plan 2018-2023
https://eacc.go.ke/en/default/,li,Legislation
https://eacc.go.ke/en/default/,li,Reports
https://eacc.go.ke/en/default/,li,Codes and Guidelines
https://eacc.go.ke/en/default/,h2,Support
https://eacc.go.ke/en/default/,li,FAQs
https://eacc.go.ke/en/default/,li,Locate Us
https://eacc.go.ke/en/default/,li,Report Corruption
https://eacc.go.ke/en/default/about-us/,title,About Us - EACC
https://eacc.go.ke/en/default/about-us/,li,Home
https://eacc.go.ke/en/default/about-us/,li,About Us
https://eacc.go.ke/en/default/about-us/,li,Legislation
https://eacc.go.ke/en/default/about-us/,li,Report Corruption
https://eacc.go.ke/en/default/about-us/,li,News & Updates
https://eacc.go.ke/en/default/about-us/,li,Contact Us
https://eacc.go.ke/en/default/about-us/,li,Downloads
https://eacc.go.ke/en/default/about-us/,li,Court Rulings
https://eacc.go.ke/en/default/about-us/,li,Partnerships
https://eacc.go.ke/en/default/about-us/,li,KLIF
https://eacc.go.ke/en/default/about-us/,li,Integrity Education
https://eacc.go.ke/en/default/about-us/,li,Kenya Ethics and Anti-Corruption Academy
https://eacc.go.ke/en/default/about-us/,li,Locate Us
https://eacc.go.ke/en/default/about-us/,li,Staff Mail
https://eacc.go.ke/en/default/about-us/,li,Careers
https://eacc.go.ke/en/default/about-us/,li,Tenders
https://eacc.go.ke/en/default/about-us/,li,Newsletter
https://eacc.go.ke/en/default/about-us/,li,Speeches
https://eacc.go.ke/en/default/about-us/,li,Online Services
https://eacc.go.ke/en/default/about-us/,li,Home
https://eacc.go.ke/en/default/about-us/,li,About Us
https://eacc.go.ke/en/default/about-us/,li,Legislation
https://eacc.go.ke/en/default/about-us/,li,Report Corruption
https://eacc.go.ke/en/default/about-us/,li,News & Updates
https://eacc.go.ke/en/default/about-us/,li,Contact Us
https://eacc.go.ke/en/default/about-us/,li,Downloads
https://eacc.go.ke/en/default/about-us/,li,Court Rulings
https://eacc.go.ke/en/default/about-us/,li,About Us
https://eacc.go.ke/en/default/about-us/,li,Commissioners
https://eacc.go.ke/en/default/about-us/,li,Secretariat
https://eacc.go.ke/en/default/about-us/,li,Statutory Functions
https://eacc.go.ke/en/default/about-us/,li,History
https://eacc.go.ke/en/default/about-us/,p,"The Ethics and Anti-Corruption Commission (EACC) is a public body established under Section 3 (1) of the Ethics and Anti-Corruption Commission Act, 2011. The Commission consists of a Chairperson and four other members appointed according to the provisions of the Constitution and Section 4 of the EACC Act. The Commission has a Secretariat, headed by the Secretary/Chief Executive Officer (CEO) to the Commission."
https://eacc.go.ke/en/default/about-us/,p,Mandate
https://eacc.go.ke/en/default/about-us/,p,"To combat and prevent corruption, economic crime and unethical conduct in Kenya through law enforcement, prevention, public education, promotion of standards and practices of integrity, ethics and anti-corruption."
https://eacc.go.ke/en/default/about-us/,p,Vision
https://eacc.go.ke/en/default/about-us/,p,An Integrity and Values-driven Kenyan Society.
https://eacc.go.ke/en/default/about-us/,p,Mission
https://eacc.go.ke/en/default/about-us/,p,"To promote integrity and combat corruption through law enforcement, prevention and education."
https://eacc.go.ke/en/default/about-us/,p,Core Values
https://eacc.go.ke/en/default/about-us/,p,Fidelity to the Law
https://eacc.go.ke/en/default/about-us/,p,Integrity
https://eacc.go.ke/en/default/about-us/,p,Teamwork
https://eacc.go.ke/en/default/about-us/,p,Innovation
https://eacc.go.ke/en/default/about-us/,p,Professionalism
https://eacc.go.ke/en/default/about-us/,p,Courage
https://eacc.go.ke/en/default/about-us/,h1,Commissioners
https://eacc.go.ke/en/default/about-us/,li,"David Oginde, PhD, EBS, FCS CHAIRPERSON"
https://eacc.go.ke/en/default/about-us/,li,"Colonel (Rtd) Alfred Mshimba, MBS COMMISSIONER"
https://eacc.go.ke/en/default/about-us/,li,"Dr. Monica Wanjiru Muiru, PhD, MBS VICE CHAIRPERSON"
https://eacc.go.ke/en/default/about-us/,li,"Dr. Cecilia Mutuku CHRP, CPS-K COMMISSIONER"
https://eacc.go.ke/en/default/about-us/,li,CPA John Otieno Ogallo COMMISSIONER
https://eacc.go.ke/en/default/about-us/,li,"Mr. Abdi A. Mohamud, EBS, MBS SECRETARY/CHIEF EXECUTIVE OFFICER, EACC"
https://eacc.go.ke/en/default/about-us/,li,"Mr. Abdi A. Mohamud, EBS, MBS SECRETARY/CHIEF EXECUTIVE OFFICER, EACC"
https://eacc.go.ke/en/default/about-us/,li,"Mr. David K. Too, OGW DIRECTOR, LEGAL SERVICES DIRECTORATE"
https://eacc.go.ke/en/default/about-us/,li,"FCPA John Lolkoloi, OGW, CFE DIRECTOR, INVESTIGATIONS"
https://eacc.go.ke/en/default/about-us/,li,"Mr. Vincent Okong'o,MBS,'ndc' (K) DIRECTOR, PREVENTIVE SERVICES DIRECTORATE"
https://eacc.go.ke/en/default/about-us/,li,"Mr. Jackson Mue, OGW DIRECTOR, FIELD SERVICES DIRECTORATE"
https://eacc.go.ke/en/default/about-us/,li,"Paschal K. Mweu, OGW DIRECTOR, ETHICS AND LEADERSHIP"
https://eacc.go.ke/en/default/about-us/,li,"CPA. Joel I. Mukumu, OGW DIRECTOR, FINANCE AND PLANNING"
https://eacc.go.ke/en/default/about-us/,li,"Field Services EXECUTIVE SUMMARY The Ethics and Anti- Corruption Commission (EACC) is a statutory body, established under Section 3 of the Ethics and Anti -Corruption Commission Act No. 22 of 2011 pursuant to Article 79 of the Constitution of Kenya. The mandate of the Commission is to combat and prevent corruption through: • Law enforcement • Preventive measures • Education • Promotion of standards and best practices in integrity and ethics. The mandate of the Commission is derived from the provisions of: • Articles 79 and 252 of the Constitution • The Ethics and Anti-Corruption Commission Act, 2011 • The Leadership and Integrity Act, 2012. Parliament enacted the Ethics and Anti-Corruption Commission Act, 2011 and Leadership and Integrity Act, 2012 to provide, inter alia for the functions and powers of the Commission as well as its critical place in the implementation of Chapter Six of the Constitution. The Acts are being implemented alongside the Anti-Corruption and Economics Crimes Act (ACECA) of 2003. EACC Structure The Commission is composed of Commissioners and Secretariat. The five member Commissioners is headed by the Chairperson deputized by the Vice Chairperson. The Secretariat is headed by a Secretary who is the Chief Executive Officer and Secretary to the Commission. The Secretary is deputized by two Deputy Secretary/ Chief Executive Officers. One of the deputy oversees Technical Services and the other Corporate Services. Technical Services is made up of five (4) Directorates: • Investigations • Legal Services • Ethics and Leadership • Preventive Services. The Corporate Services comprise: • Finance and Planning Directorates • Human Resource and Administration Other functional units include: • Corporate Communications; • Information and Communications Technology; • Kenya Leadership Integrity and Forum (KLIF); • Supply Chain Management; • Research and Transformation; Internal Audit; and • Regional Offices. Reach In terms of geographical reach, the Commission is spread out around the country in ten (10) Regional Offices, and has representation in almost all Huduma Centres. The Commission physical presence is as follows: • EACC Headquarters at Integrity Centre-Nairobi; • Western Region– Kisumu; • North Rift Region – Eldoret; • Lower Eastern Region – Machakos; • Upper Eastern Region – Isiolo; • South Rift Region– Nakuru; • South Nyanza Region – Kisii; • Upper Coast Region– Malindi; • Lower Coast Region – Mombasa; • Huduma Centres-across Kenya. Further, the Commission also has online presence via a Website, Face Book, Twitter and You Tube."
https://eacc.go.ke/en/default/about-us/,p,EXECUTIVE SUMMARY
https://eacc.go.ke/en/default/about-us/,p,"The Ethics and Anti- Corruption Commission (EACC) is a statutory body, established under Section 3 of the Ethics and Anti -Corruption Commission Act No. 22 of 2011 pursuant to Article 79 of the Constitution of Kenya. The mandate of the Commission is to combat and prevent corruption through:"
https://eacc.go.ke/en/default/about-us/,p,• Law enforcement
https://eacc.go.ke/en/default/about-us/,p,• Preventive measures
https://eacc.go.ke/en/default/about-us/,p,• Education
https://eacc.go.ke/en/default/about-us/,p,• Promotion of standards and best practices in integrity and ethics.
https://eacc.go.ke/en/default/about-us/,p,The mandate of the Commission is derived from the provisions of:
https://eacc.go.ke/en/default/about-us/,p,• Articles 79 and 252 of the Constitution
https://eacc.go.ke/en/default/about-us/,p,"• The Ethics and Anti-Corruption Commission Act, 2011"
https://eacc.go.ke/en/default/about-us/,p,"• The Leadership and Integrity Act, 2012."
https://eacc.go.ke/en/default/about-us/,p,"Parliament enacted the Ethics and Anti-Corruption Commission Act, 2011 and Leadership and Integrity Act, 2012 to provide, inter alia for the functions and powers of the Commission as well as its critical place in the implementation of Chapter Six of the Constitution. The Acts are being implemented alongside the Anti-Corruption and Economics Crimes Act (ACECA) of 2003."
https://eacc.go.ke/en/default/about-us/,p,EACC Structure
https://eacc.go.ke/en/default/about-us/,p,The Commission is composed of Commissioners and Secretariat. The five member Commissioners is headed by the Chairperson deputized by the Vice Chairperson. The Secretariat is headed by a Secretary who is the Chief Executive Officer and Secretary to the Commission. The Secretary is deputized by two Deputy Secretary/ Chief Executive Officers. One of the deputy oversees Technical Services and the other Corporate Services.
https://eacc.go.ke/en/default/about-us/,p,Technical Services is made up of five (4) Directorates:
https://eacc.go.ke/en/default/about-us/,p,• Investigations
https://eacc.go.ke/en/default/about-us/,p,• Legal Services
https://eacc.go.ke/en/default/about-us/,p,• Ethics and Leadership
https://eacc.go.ke/en/default/about-us/,p,• Preventive Services.
https://eacc.go.ke/en/default/about-us/,p,The Corporate Services comprise:
https://eacc.go.ke/en/default/about-us/,p,• Finance and Planning Directorates
https://eacc.go.ke/en/default/about-us/,p,• Human Resource and Administration
https://eacc.go.ke/en/default/about-us/,p,Other functional units include:
https://eacc.go.ke/en/default/about-us/,p,• Corporate Communications;
https://eacc.go.ke/en/default/about-us/,p,• Information and Communications Technology;
https://eacc.go.ke/en/default/about-us/,p,• Kenya Leadership Integrity and Forum (KLIF);
https://eacc.go.ke/en/default/about-us/,p,• Supply Chain Management;
