URL,Element,Text
https://www.health.go.ke,h3,Kenya Health And Research Observatory (KHRO)
https://www.health.go.ke,p,Visit the KHRO Portal
https://www.health.go.ke,h3,Electronic Community Health Information System (eCHIS)
https://www.health.go.ke,p,Visit the eCHIS Dashboard
https://www.health.go.ke,p,Visit the eCHIS Portal
https://www.health.go.ke,p,eCHIS Privacy Policy
https://www.health.go.ke,h3,Port Health services
https://www.health.go.ke,p,Visit the Port Health Portal
https://www.health.go.ke,h3,RUSH Kenya Rural and Urban Sanitation & Hygiene Monitoring System
https://www.health.go.ke,p,Visit the Kenya Rural and Urban Sanitation & Hygiene Monitoring System Portal
https://www.health.go.ke,h2,Overview of the Ministry
https://www.health.go.ke,h4,Medical Services
https://www.health.go.ke,p,"The State Department plays a crucial role in shaping healthcare in our country. From setting medical services policy to providing curative health services and managing health policy and administration, they are committed to ensuring the well-being of our citizens."
https://www.health.go.ke,h4,Public Health and Professional Standards
https://www.health.go.ke,p,"The State Department is responsible for critical functions related to public health and professional standards. They develop policies on public health and sanitation, ensuring the well-being of our communities."
https://www.health.go.ke,h4,Training and Capacity Building
https://www.health.go.ke,p,"The Kenya Medical Training College (KMTC) is a State Corporation established through an Act of Parliament under the Ministry of Health, entrusted with the role of training various disciplines in the health sector to serve the Kenyan interests, East Africa and beyond."
https://www.health.go.ke,h3,Updates
https://www.health.go.ke,h3,CS Duale inaugurates National Cancer Institute Scientific and Ethics Review Committee
https://www.health.go.ke,h3,Partners Align Ahead of the Kenya Health Summit
https://www.health.go.ke,h3,Kenya strengthens sustainable wheelchair services and local manufacturing
https://www.health.go.ke,h3,Ministry reaffirms commitment to governance and accountability in healthcare
https://www.health.go.ke,h3,Kenya and United States strengthen health cooperation through strategic grant agreement
https://www.health.go.ke,h2,Quick Contact
https://www.health.go.ke,li,Ministry of Health
https://www.health.go.ke,li,"P.O. Box:30016–00100, Nairobi."
https://www.health.go.ke,li,"Afya House, Cathedral Road"
https://www.health.go.ke,li,+254-20-2717077
https://www.health.go.ke,li,ps.medical@health.go.ke
https://www.health.go.ke,li,ps.publichealth@health.go.ke
https://www.health.go.ke,h2,Quick Links
https://www.health.go.ke,li,MoH Self Service Portal
https://www.health.go.ke,li,KenTrade Single Window
https://www.health.go.ke,li,InfoTrade Kenya
https://www.health.go.ke,li,Huduma Kenya
https://www.health.go.ke,li,Kenya Revenue Authority
https://www.health.go.ke,li,eCitizen
https://www.health.go.ke,li,Public Service Commission
https://www.health.go.ke,li,MyGov
https://www.health.go.ke,h2,x
https://www.health.go.ke,p,Accessibility Tools
https://www.health.go.ke,li,Increase Text
https://www.health.go.ke,li,Decrease Text
https://www.health.go.ke,li,Grayscale
https://www.health.go.ke,li,High Contrast
https://www.health.go.ke,li,Negative Contrast
https://www.health.go.ke,li,Light Background
https://www.health.go.ke,li,Links Underline
https://www.health.go.ke,li,Readable Font
https://www.health.go.ke,li,Reset
https://www.health.go.ke,h2,Facebook
https://www.health.go.ke#main-content,title,MoH | Ministry of Health
https://www.health.go.ke#main-content,h2,Main navigation
https://www.health.go.ke#main-content,li,Home
https://www.health.go.ke#main-content,li,Alerts Cholera Covid-19 Ebola Mpox Mpox Key messages MPOX FAQ
https://www.health.go.ke#main-content,li,Cholera
https://www.health.go.ke#main-content,li,Covid-19
https://www.health.go.ke#main-content,li,Ebola
https://www.health.go.ke#main-content,li,Mpox Mpox Key messages MPOX FAQ
https://www.health.go.ke#main-content,li,Mpox Key messages
https://www.health.go.ke#main-content,li,MPOX FAQ
https://www.health.go.ke#main-content,li,"About Us Who We Are Background of MoH Vision, Mission & Mandate Service Charter Our Structure MoH Leadership SAGA’s, Regulatory Bodies and Councils State Departments"
https://www.health.go.ke#main-content,li,"Who We Are Background of MoH Vision, Mission & Mandate Service Charter"
https://www.health.go.ke#main-content,li,Background of MoH
https://www.health.go.ke#main-content,li,"Vision, Mission & Mandate"
https://www.health.go.ke#main-content,li,Service Charter
https://www.health.go.ke#main-content,li,"Our Structure MoH Leadership SAGA’s, Regulatory Bodies and Councils State Departments"
https://www.health.go.ke#main-content,li,MoH Leadership
https://www.health.go.ke#main-content,li,"SAGA’s, Regulatory Bodies and Councils"
https://www.health.go.ke#main-content,li,State Departments
https://www.health.go.ke#main-content,li,Services Travelers Information Truck Drivers MoH Self Service Portal Register to Donate Blood Travel Related FAQs
https://www.health.go.ke#main-content,li,Travelers Information
https://www.health.go.ke#main-content,li,Truck Drivers
https://www.health.go.ke#main-content,li,MoH Self Service Portal
https://www.health.go.ke#main-content,li,Register to Donate Blood
https://www.health.go.ke#main-content,li,Travel Related FAQs
https://www.health.go.ke#main-content,li,Media Center News & Events MOH Weekly News MoH Events Publications Health Journals Newsletter Photo & Video Gallery Downloads Press Statements
https://www.health.go.ke#main-content,li,News & Events
https://www.health.go.ke#main-content,li,MOH Weekly News
https://www.health.go.ke#main-content,li,MoH Events
https://www.health.go.ke#main-content,li,Publications Health Journals Newsletter
https://www.health.go.ke#main-content,li,Health Journals
https://www.health.go.ke#main-content,li,Newsletter
https://www.health.go.ke#main-content,li,Photo & Video Gallery
https://www.health.go.ke#main-content,li,Downloads
https://www.health.go.ke#main-content,li,Press Statements
https://www.health.go.ke#main-content,li,"Resources The Draft Quality Healthcare and Patient Safety Bill, 2025 Healthcare Professional Internship Documents SHA Digital Posters SHA DIGITAL POSTER SHA SHIF A4 sha registration_english sha registration_kiswahili Universal Health Coverage (UHC) Regulations Healthcare Professional Internship Documents_ BILLS 2023 UHC Towards Mashujaa Day Celebrations eCHIS Privacy Policy Policy Briefs Food Hygiene Licensing Checklist Disability Medical Assessment Guidelines Forms Getting Treatment Abroad Guidelines, Standards and Policies Portal Environmental and Social Safeguards Requirements for Export & Import Health Certificates Health Campaigns Universal Health Coverage (UHC) Regulations"
https://www.health.go.ke#main-content,li,"The Draft Quality Healthcare and Patient Safety Bill, 2025"
https://www.health.go.ke#main-content,li,Healthcare Professional Internship Documents
https://www.health.go.ke#main-content,li,SHA Digital Posters SHA DIGITAL POSTER SHA SHIF A4 sha registration_english sha registration_kiswahili
https://www.health.go.ke#main-content,li,SHA DIGITAL POSTER
https://www.health.go.ke#main-content,li,SHA
https://www.health.go.ke#main-content,li,SHIF A4
https://www.health.go.ke#main-content,li,sha registration_english
https://www.health.go.ke#main-content,li,sha registration_kiswahili
https://www.health.go.ke#main-content,li,Universal Health Coverage (UHC) Regulations
https://www.health.go.ke#main-content,li,Healthcare Professional Internship Documents_
https://www.health.go.ke#main-content,li,BILLS 2023
https://www.health.go.ke#main-content,li,UHC Towards Mashujaa Day Celebrations
https://www.health.go.ke#main-content,li,eCHIS Privacy Policy
https://www.health.go.ke#main-content,li,Policy Briefs
https://www.health.go.ke#main-content,li,Food Hygiene Licensing Checklist
https://www.health.go.ke#main-content,li,Disability Medical Assessment Guidelines Forms
https://www.health.go.ke#main-content,li,Getting Treatment Abroad
https://www.health.go.ke#main-content,li,"Guidelines, Standards and Policies Portal"
https://www.health.go.ke#main-content,li,Environmental and Social Safeguards
https://www.health.go.ke#main-content,li,Requirements for Export & Import Health Certificates
https://www.health.go.ke#main-content,li,Health Campaigns
https://www.health.go.ke#main-content,li,Universal Health Coverage (UHC) Regulations
https://www.health.go.ke#main-content,li,Adverts Tenders Call for Submission Vacancies and Internships Course/Scholarship
https://www.health.go.ke#main-content,li,Tenders
https://www.health.go.ke#main-content,li,Call for Submission
https://www.health.go.ke#main-content,li,Vacancies and Internships
https://www.health.go.ke#main-content,li,Course/Scholarship
https://www.health.go.ke#main-content,li,Contact Us Ministry Contacts Complaint Procedure (World Bank Procurement)
https://www.health.go.ke#main-content,li,Ministry Contacts
https://www.health.go.ke#main-content,li,Complaint Procedure (World Bank Procurement)
https://www.health.go.ke#main-content,li,FAQ
https://www.health.go.ke#main-content,h2,MoH
https://www.health.go.ke#main-content,li,Ensuring food safety through rigorous analysis at the National Public Health Laboratories (NPHL)
https://www.health.go.ke#main-content,p,Ensuring food safety through rigorous analysis at the National Public Health Laboratories (NPHL)
https://www.health.go.ke#main-content,li,Ensuring food safety through rigorous analysis at the National Public Health Laboratories (NPHL)
https://www.health.go.ke#main-content,p,Ensuring food safety through rigorous analysis at the National Public Health Laboratories (NPHL)
https://www.health.go.ke#main-content,li,Renal unit Histocompatibility and Immunogenetics laboratory.
https://www.health.go.ke#main-content,p,Renal unit Histocompatibility and Immunogenetics laboratory.
https://www.health.go.ke#main-content,li,Malaria vaccination targeting children within Kenya's lake-endemic region
https://www.health.go.ke#main-content,p,Malaria vaccination targeting children within Kenya's lake-endemic region
https://www.health.go.ke#main-content,li,Renal unit Histocompatibility and Immunogenetics laboratory.
https://www.health.go.ke#main-content,p,Renal unit Histocompatibility and Immunogenetics laboratory.
https://www.health.go.ke#main-content,h2,Updates
https://www.health.go.ke#main-content,li,"CS Duale inaugurates National Cancer Institute Scientific and Ethics Review Committee MoH News/17 Jul, 2026"
https://www.health.go.ke#main-content,h3,CS Duale inaugurates National Cancer Institute Scientific and Ethics Review Committee
https://www.health.go.ke#main-content,li,"Partners Align Ahead of the Kenya Health Summit MoH News/16 Jul, 2026"
https://www.health.go.ke#main-content,h3,Partners Align Ahead of the Kenya Health Summit
https://www.health.go.ke#main-content,li,"Kenya strengthens sustainable wheelchair services and local manufacturing MoH News/16 Jul, 2026"
https://www.health.go.ke#main-content,h3,Kenya strengthens sustainable wheelchair services and local manufacturing
https://www.health.go.ke#main-content,li,"Ministry reaffirms commitment to governance and accountability in healthcare MoH News/16 Jul, 2026"
https://www.health.go.ke#main-content,h3,Ministry reaffirms commitment to governance and accountability in healthcare
https://www.health.go.ke#main-content,h2,Calendar
https://www.health.go.ke#main-content,h3,Visit our Portals below for various services.
https://www.health.go.ke#main-content,h3,Kenya Health Information System (KHIS)
https://www.health.go.ke#main-content,p,Visit the KHIS here
https://www.health.go.ke#main-content,h3,Integrated Human Resource Information System (IHRIS)
https://www.health.go.ke#main-content,p,Visit the IHRIS Portal
https://www.health.go.ke#main-content,h3,Blood Banking Management System (DamuKE)
https://www.health.go.ke#main-content,p,Visit the DAMUKE here
https://www.health.go.ke#main-content,h3,Blood Banking Management System (DamuKE)
https://www.health.go.ke#main-content,p,Visit the DAMUKE here
https://www.health.go.ke#main-content,h3,Mental Health Portal
https://www.health.go.ke#main-content,p,Visit the Mental health portal here
https://www.health.go.ke#main-content,h3,"Standards, Guidelines And Policies Portal"
https://www.health.go.ke#main-content,p,Visit the Guidelines Portal
https://www.health.go.ke#main-content,h3,Kanya Master Health Facility List (KMHFL)
https://www.health.go.ke#main-content,p,Visit the KMHFL Portal here
https://www.health.go.ke#main-content,h3,Kenya Quality Model For Health
https://www.health.go.ke#main-content,p,Visit the KQMH here
https://www.health.go.ke#main-content,h3,Ministry of Health Virtual Academy
https://www.health.go.ke#main-content,p,Access our Health Academy
https://www.health.go.ke#main-content,h3,Social Health Authority - SHA
https://www.health.go.ke#main-content,p,Visit the Social Health Authority (SHA)portal Here
https://www.health.go.ke#main-content,h3,Community Led Total Sanitation (CLTS)
https://www.health.go.ke#main-content,p,Visit the CLTS Portal
https://www.health.go.ke#main-content,h3,Kenya Health And Research Observatory (KHRO)
https://www.health.go.ke#main-content,p,Visit the KHRO Portal
https://www.health.go.ke#main-content,h3,Electronic Community Health Information System (eCHIS)
https://www.health.go.ke#main-content,p,Visit the eCHIS Dashboard
https://www.health.go.ke#main-content,p,Visit the eCHIS Portal
https://www.health.go.ke#main-content,p,eCHIS Privacy Policy
https://www.health.go.ke#main-content,h3,Port Health services
https://www.health.go.ke#main-content,p,Visit the Port Health Portal
https://www.health.go.ke#main-content,h3,RUSH Kenya Rural and Urban Sanitation & Hygiene Monitoring System
https://www.health.go.ke#main-content,p,Visit the Kenya Rural and Urban Sanitation & Hygiene Monitoring System Portal
https://www.health.go.ke#main-content,h2,Overview of the Ministry
https://www.health.go.ke#main-content,h4,Medical Services
https://www.health.go.ke#main-content,p,"The State Department plays a crucial role in shaping healthcare in our country. From setting medical services policy to providing curative health services and managing health policy and administration, they are committed to ensuring the well-being of our citizens."
https://www.health.go.ke#main-content,h4,Public Health and Professional Standards
https://www.health.go.ke#main-content,p,"The State Department is responsible for critical functions related to public health and professional standards. They develop policies on public health and sanitation, ensuring the well-being of our communities."
https://www.health.go.ke#main-content,h4,Training and Capacity Building
https://www.health.go.ke#main-content,p,"The Kenya Medical Training College (KMTC) is a State Corporation established through an Act of Parliament under the Ministry of Health, entrusted with the role of training various disciplines in the health sector to serve the Kenyan interests, East Africa and beyond."
https://www.health.go.ke#main-content,h3,Updates
https://www.health.go.ke#main-content,h3,CS Duale inaugurates National Cancer Institute Scientific and Ethics Review Committee
https://www.health.go.ke#main-content,h3,Partners Align Ahead of the Kenya Health Summit
https://www.health.go.ke#main-content,h3,Kenya strengthens sustainable wheelchair services and local manufacturing
https://www.health.go.ke#main-content,h3,Ministry reaffirms commitment to governance and accountability in healthcare
https://www.health.go.ke#main-content,h3,Kenya and United States strengthen health cooperation through strategic grant agreement
https://www.health.go.ke#main-content,h2,Quick Contact
https://www.health.go.ke#main-content,li,Ministry of Health
https://www.health.go.ke#main-content,li,"P.O. Box:30016–00100, Nairobi."
https://www.health.go.ke#main-content,li,"Afya House, Cathedral Road"
https://www.health.go.ke#main-content,li,+254-20-2717077
https://www.health.go.ke#main-content,li,ps.medical@health.go.ke
https://www.health.go.ke#main-content,li,ps.publichealth@health.go.ke
https://www.health.go.ke#main-content,h2,Quick Links
https://www.health.go.ke#main-content,li,MoH Self Service Portal
https://www.health.go.ke#main-content,li,KenTrade Single Window
https://www.health.go.ke#main-content,li,InfoTrade Kenya
https://www.health.go.ke#main-content,li,Huduma Kenya
https://www.health.go.ke#main-content,li,Kenya Revenue Authority
https://www.health.go.ke#main-content,li,eCitizen
https://www.health.go.ke#main-content,li,Public Service Commission
https://www.health.go.ke#main-content,li,MyGov
https://www.health.go.ke#main-content,h2,x
https://www.health.go.ke#main-content,p,Accessibility Tools
https://www.health.go.ke#main-content,li,Increase Text
https://www.health.go.ke#main-content,li,Decrease Text
https://www.health.go.ke#main-content,li,Grayscale
https://www.health.go.ke#main-content,li,High Contrast
https://www.health.go.ke#main-content,li,Negative Contrast
https://www.health.go.ke#main-content,li,Light Background
https://www.health.go.ke#main-content,li,Links Underline
https://www.health.go.ke#main-content,li,Readable Font
https://www.health.go.ke#main-content,li,Reset
https://www.health.go.ke#main-content,h2,Facebook
https://www.health.go.ke/glossary,title,Ministry of Health | MoH
https://www.health.go.ke/glossary,h2,Main navigation
https://www.health.go.ke/glossary,li,Home
https://www.health.go.ke/glossary,li,Alerts Cholera Covid-19 Ebola Mpox Mpox Key messages MPOX FAQ
https://www.health.go.ke/glossary,li,Cholera
https://www.health.go.ke/glossary,li,Covid-19
https://www.health.go.ke/glossary,li,Ebola
https://www.health.go.ke/glossary,li,Mpox Mpox Key messages MPOX FAQ
https://www.health.go.ke/glossary,li,Mpox Key messages
https://www.health.go.ke/glossary,li,MPOX FAQ
https://www.health.go.ke/glossary,li,"About Us Who We Are Background of MoH Vision, Mission & Mandate Service Charter Our Structure MoH Leadership SAGA’s, Regulatory Bodies and Councils State Departments"
https://www.health.go.ke/glossary,li,"Who We Are Background of MoH Vision, Mission & Mandate Service Charter"
https://www.health.go.ke/glossary,li,Background of MoH
https://www.health.go.ke/glossary,li,"Vision, Mission & Mandate"
https://www.health.go.ke/glossary,li,Service Charter
https://www.health.go.ke/glossary,li,"Our Structure MoH Leadership SAGA’s, Regulatory Bodies and Councils State Departments"
https://www.health.go.ke/glossary,li,MoH Leadership
https://www.health.go.ke/glossary,li,"SAGA’s, Regulatory Bodies and Councils"
https://www.health.go.ke/glossary,li,State Departments
https://www.health.go.ke/glossary,li,Services Travelers Information Truck Drivers MoH Self Service Portal Register to Donate Blood Travel Related FAQs
https://www.health.go.ke/glossary,li,Travelers Information
https://www.health.go.ke/glossary,li,Truck Drivers
https://www.health.go.ke/glossary,li,MoH Self Service Portal
https://www.health.go.ke/glossary,li,Register to Donate Blood
https://www.health.go.ke/glossary,li,Travel Related FAQs
https://www.health.go.ke/glossary,li,Media Center News & Events MOH Weekly News MoH Events Publications Health Journals Newsletter Photo & Video Gallery Downloads Press Statements
https://www.health.go.ke/glossary,li,News & Events
https://www.health.go.ke/glossary,li,MOH Weekly News
https://www.health.go.ke/glossary,li,MoH Events
https://www.health.go.ke/glossary,li,Publications Health Journals Newsletter
https://www.health.go.ke/glossary,li,Health Journals
https://www.health.go.ke/glossary,li,Newsletter
https://www.health.go.ke/glossary,li,Photo & Video Gallery
https://www.health.go.ke/glossary,li,Downloads
https://www.health.go.ke/glossary,li,Press Statements
https://www.health.go.ke/glossary,li,"Resources The Draft Quality Healthcare and Patient Safety Bill, 2025 Healthcare Professional Internship Documents SHA Digital Posters SHA DIGITAL POSTER SHA SHIF A4 sha registration_english sha registration_kiswahili Universal Health Coverage (UHC) Regulations Healthcare Professional Internship Documents_ BILLS 2023 UHC Towards Mashujaa Day Celebrations eCHIS Privacy Policy Policy Briefs Food Hygiene Licensing Checklist Disability Medical Assessment Guidelines Forms Getting Treatment Abroad Guidelines, Standards and Policies Portal Environmental and Social Safeguards Requirements for Export & Import Health Certificates Health Campaigns Universal Health Coverage (UHC) Regulations"
https://www.health.go.ke/glossary,li,"The Draft Quality Healthcare and Patient Safety Bill, 2025"
https://www.health.go.ke/glossary,li,Healthcare Professional Internship Documents
https://www.health.go.ke/glossary,li,SHA Digital Posters SHA DIGITAL POSTER SHA SHIF A4 sha registration_english sha registration_kiswahili
https://www.health.go.ke/glossary,li,SHA DIGITAL POSTER
https://www.health.go.ke/glossary,li,SHA
https://www.health.go.ke/glossary,li,SHIF A4
https://www.health.go.ke/glossary,li,sha registration_english
https://www.health.go.ke/glossary,li,sha registration_kiswahili
https://www.health.go.ke/glossary,li,Universal Health Coverage (UHC) Regulations
https://www.health.go.ke/glossary,li,Healthcare Professional Internship Documents_
https://www.health.go.ke/glossary,li,BILLS 2023
https://www.health.go.ke/glossary,li,UHC Towards Mashujaa Day Celebrations
https://www.health.go.ke/glossary,li,eCHIS Privacy Policy
https://www.health.go.ke/glossary,li,Policy Briefs
https://www.health.go.ke/glossary,li,Food Hygiene Licensing Checklist
https://www.health.go.ke/glossary,li,Disability Medical Assessment Guidelines Forms
https://www.health.go.ke/glossary,li,Getting Treatment Abroad
https://www.health.go.ke/glossary,li,"Guidelines, Standards and Policies Portal"
https://www.health.go.ke/glossary,li,Environmental and Social Safeguards
https://www.health.go.ke/glossary,li,Requirements for Export & Import Health Certificates
https://www.health.go.ke/glossary,li,Health Campaigns
https://www.health.go.ke/glossary,li,Universal Health Coverage (UHC) Regulations
https://www.health.go.ke/glossary,li,Adverts Tenders Call for Submission Vacancies and Internships Course/Scholarship
https://www.health.go.ke/glossary,li,Tenders
https://www.health.go.ke/glossary,li,Call for Submission
https://www.health.go.ke/glossary,li,Vacancies and Internships
https://www.health.go.ke/glossary,li,Course/Scholarship
https://www.health.go.ke/glossary,li,Contact Us Ministry Contacts Complaint Procedure (World Bank Procurement)
https://www.health.go.ke/glossary,li,Ministry Contacts
https://www.health.go.ke/glossary,li,Complaint Procedure (World Bank Procurement)
https://www.health.go.ke/glossary,li,FAQ
https://www.health.go.ke/glossary,h4,Pagination
https://www.health.go.ke/glossary,li,Page 1
https://www.health.go.ke/glossary,li,Next page ››
https://www.health.go.ke/glossary,h2,Quick Contact
https://www.health.go.ke/glossary,li,Ministry of Health
https://www.health.go.ke/glossary,li,"P.O. Box:30016–00100, Nairobi."
https://www.health.go.ke/glossary,li,"Afya House, Cathedral Road"
https://www.health.go.ke/glossary,li,+254-20-2717077
https://www.health.go.ke/glossary,li,ps.medical@health.go.ke
https://www.health.go.ke/glossary,li,ps.publichealth@health.go.ke
https://www.health.go.ke/glossary,h2,Quick Links
https://www.health.go.ke/glossary,li,MoH Self Service Portal
https://www.health.go.ke/glossary,li,KenTrade Single Window
https://www.health.go.ke/glossary,li,InfoTrade Kenya
https://www.health.go.ke/glossary,li,Huduma Kenya
https://www.health.go.ke/glossary,li,Kenya Revenue Authority
https://www.health.go.ke/glossary,li,eCitizen
https://www.health.go.ke/glossary,li,Public Service Commission
https://www.health.go.ke/glossary,li,MyGov
https://www.health.go.ke/glossary,h2,x
https://www.health.go.ke/glossary,p,Accessibility Tools
https://www.health.go.ke/glossary,li,Increase Text
https://www.health.go.ke/glossary,li,Decrease Text
https://www.health.go.ke/glossary,li,Grayscale
